orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,2015_rbtc_colle,2015__transfused_blood,2015_donated_blood_units,2015_blood_other_sources,2015_no_of_units_requested_from_other_transfusing_hospi,2015__blood_units_received_from_moh_706blood_transfusio,2015_moh_706_blood_units_transfused,2016_rbtc_colle,2016__transfused_blood,2016_donated_blood_units,2016_blood_other_sources,2016_no_of_units_requested_from_other_transfusing_hospi,2016__blood_units_received_from_moh_706blood_transfusio,2016_moh_706_blood_units_transfused,2017_rbtc_colle,2017__transfused_blood,2017_donated_blood_units,2017_blood_other_sources,2017_no_of_units_requested_from_other_transfusing_hospi,2017__blood_units_received_from_moh_706blood_transfusio,2017_moh_706_blood_units_transfused,2018_rbtc_colle,2018__transfused_blood,2018_donated_blood_units,2018_blood_other_sources,2018_no_of_units_requested_from_other_transfusing_hospi,2018__blood_units_received_from_moh_706blood_transfusio,2018_moh_706_blood_units_transfused,2019_rbtc_colle,2019__transfused_blood,2019_donated_blood_units,2019_blood_other_sources,2019_no_of_units_requested_from_other_transfusing_hospi,2019__blood_units_received_from_moh_706blood_transfusio,2019_moh_706_blood_units_transfused
Kenya,Machakos County,Machakos Sub County,Machakos Central Ward,Universal Family Health Services (Machakos),Wa8yE5NTO8m,Universal Family Health Services (Machakos),22079.0,At ABCplaza  along machakos wote road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,74.0
Kenya,Machakos County,Machakos Sub County,Muvuti/Kiima-kimwe Ward,Wellness Health Services,qRwCcsX2MeZ,Wellness Health Services,25703.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Machakos Sub County,Muvuti/Kiima-kimwe Ward,Wellness Health Services,u54Xb9MIfbI,Wellness Health Services,25704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Machakos Sub County,Muvuti/Kiima-kimwe Ward,Wondeni Dispensary,wP9G03aGAPY,Wondeni Dispensary,18873.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Harambee Ward,AAR Healthcare Buruburu,G39oy4vmOnb,AAR Healthcare Buruburu,23611.0,Next to Meridiian Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Viwandani Ward,Access Afya Medical Centre,TO9gCp6gDUv,Access Afya Medical Centre,21158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Harambee Ward,Aga Khan University Hospital (Buruburu),Vpj6plA6iQa,Aga Khan University Hospital (Buruburu),12868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Harambee Ward,Avenue Healthcare Clinic (Buruburu),NNAGssZlguE,Avenue Healthcare Clinic (Buruburu),22897.0,Kenol Petrol Station next to Naivas the Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Maringo/Hamza Ward,Bahati Clinic,ufQ6CGUyiTo,Bahati Clinic,12878.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Maringo/Hamza Ward,Bahati Health Centre,emnI9dqORPt,Bahati Health Centre,12879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Makongeni Ward,Bar Hostess Empowerment and Support Programme (Makadara),x6MDqKzMK08,Bar Hostess Empowerment and Support Programme (Makadara),20206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Viwandani Ward,British American Tobacco Kenya Clinic,TXmjwBNpyjc,British American Tobacco Kenya Clinic,18277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Harambee Ward,Buruburu Medical Clinic,FQx15951Wy6,Buruburu Medical Clinic,12888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Viwandani Ward,Cana Family Life Clinic,Ch9QLIX4Lv4,Cana Family Life Clinic,12889.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Harambee Ward,Charolyn Specialist Clinic,JOPwcakW29t,Charolyn Specialist Clinic,21457.0,Buruburu Shopping Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Maringo/Hamza Ward,Church Army Medical Clinic,qEFntaDExdm,Church Army Medical Clinic,18795.0,FBO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Harambee Ward,Cks Dialysis Centre Buruburu,Or03g9XKvMO,Cks Dialysis Centre Buruburu,26134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Viwandani Ward,Coptic Medical Clinic,izA6A7pqMPN,Coptic Medical Clinic,12904.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0
Kenya,Nairobi County,Makadara Sub County,Maringo/Hamza Ward,Debomart Medical Clinic,cGy6Kmw6f8S,Debomart Medical Clinic,20195.0,Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Maringo/Hamza Ward,Dr Mohamed Clinic,QgTOzM6COt6,Dr Mohamed Clinic,12925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Maringo/Hamza Ward,Equity Afia Clinic (Buruburu),jjD5gZecLeI,Equity Afia Clinic (Buruburu),22084.0,Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Maringo/Hamza Ward,Family Life Promotions and Services,pFb7K1jnZwy,Family Life Promotions and Services,12941.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Maringo/Hamza Ward,Getrudes Children's Hospital,BABpe2afOR5,Getrudes Children's Hospital,20886.0,Naivash  Along Rabai Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Maringo/Hamza Ward,Glovnet VCT,hl6iq45XKPQ,Glovnet VCT,18282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Maringo/Hamza Ward,Hamza Medical Centre,H6s6jXZ9C8F,Hamza Medical Centre,19472.0,Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Harambee Ward,Hono Clinic,FJlbjDibQIT,Hono Clinic,12969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Maringo/Hamza Ward,Hope Worldwide Kenya VCT (Makadara),mVSJ3XYA5Rn,Hope Worldwide Kenya VCT (Makadara),18543.0,Mobile VCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Harambee Ward,Jamaa Mission Hospital,FvG8gxqqOvf,Jamaa Mission Hospital,12984.0,,67.0,218.0,216.0,160.0,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Harambee Ward,Jericho Health Centre,XN6yIZhe3bj,Jericho Health Centre,12988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Maringo/Hamza Ward,Juhudi Clinic,aNvmypL0Xft,Juhudi Clinic,12992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Maringo/Hamza Ward,Just Medical Limited,jCdM4SCKfFr,Just Medical Limited,18407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Makongeni Ward,Kaloleni Dispensary,h30PQ7TRRWD,Kaloleni Dispensary,12998.0,Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Makongeni Ward,Kaloleni Health Services,nP9JzoLVuWE,Kaloleni Health Services,12999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Viwandani Ward,Kenya Pipeline Staff Clinic,pjEEp6cdkDK,Kenya Pipeline Staff Clinic,23947.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Maringo/Hamza Ward,Kilele Medical Specialist Centre,JYYJCp3QMBw,Kilele Medical Specialist Centre,22895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Viwandani Ward,Lunga Lunga Health Centre,oveetILWJK3,Lunga Lunga Health Centre,13053.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Maringo/Hamza Ward,Makadara Health Centre,qmZ0gpAyEdq,Makadara Health Centre,13056.0,Along gogoo Road Opposite Hamza Makadara Railaw station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Maringo/Hamza Ward,Makadara Mercy Sisters Dispensary,ENCv690Yryw,Makadara Mercy Sisters Dispensary,13057.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Maringo/Hamza Ward,Makadara Sub County Office,tioT9cYS1O5,Makadara Sub County Office,21458.0,Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Makongeni Ward,Makogeni Clinic,OL9rugf8GiU,Makogeni Clinic,13060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Maringo/Hamza Ward,Maringo Clinic,gAKWWlzco2t,Maringo Clinic,13069.0,Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Maringo/Hamza Ward,Mary Immaculate Sisters Dispensary,DINYe6MYMym,Mary Immaculate Sisters Dispensary,13072.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,89.0,44.0,,,,,,73.0,32.0
Kenya,Nairobi County,Makadara Sub County,Makongeni Ward,Mbotela Clinic,R13VHIlBzno,Mbotela Clinic,13081.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Viwandani Ward,Medical Link Integrated Health Program,rxESvHl3vVu,Medical Link Integrated Health Program,19493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Harambee Ward,Meridian Medical Centre (Buruburu),DjJ3YauGo8Z,Meridian Medical Centre (Buruburu),13084.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Harambee Ward,Metropolitan Hospital Nairobi,Hu1BwBlNLr6,Metropolitan Hospital Nairobi,13090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Harambee Ward,Movement Of Men Against AIDS Of Kenya,JycsLDC3dWx,Movement Of Men Against AIDS Of Kenya,18167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Maringo/Hamza Ward,Nairobi Earc St Anne Medical Clinic,zCpLvmCdw3j,Nairobi Earc St Anne Medical Clinic,18394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Harambee Ward,Njimia Pharmaceuticals-Buruburu,p8viEaWtThQ,Njimia Pharmaceuticals-Buruburu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Maringo/Hamza Ward,Oasis Health Care Group Limited Makadara,syytkBaYLC5,Oasis Health Care Group Limited Makadara,26017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Maringo/Hamza Ward,ofafa I Clinic,Nu7Whov9Fb2,ofafa I Clinic,13132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Viwandani Ward,Olive Link Health Care,vlAHtzaxWSK,Olive Link Health Care,18797.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Viwandani Ward,P & T Clinic,beGIgy90fh3,P & T Clinic,13136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Viwandani Ward,Police Central Workshop Dispensary,PrADZhcOYmj,Police Central Workshop Dispensary,19878.0,Along Enterprise Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Viwandani Ward,SDA Health Services Likoni Road Clinic,mh7nonWWDF6,SDA Health Services Likoni Road Clinic,18593.0,FBO Health Facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Maringo/Hamza Ward,Shepherds Medical Clinic Maringo,cIUkqG4NNlo,Shepherds Medical Clinic Maringo,13185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Harambee Ward,The Mater Hospital Buruburu,oBKHVzYEdoL,The Mater Hospital Buruburu,17657.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Makadara Sub County,Harambee Ward,Uhuru Presitige Health Care,yvxdWzujQqw,Uhuru Presitige Health Care,17404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Ekalakala Ward,Closed_Family health care(Ekalakala) DELETE,YRb6CGJR67E,Closed_Family health care(Ekalakala) DELETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Ndithini Ward,D Comboni Mission,hSKpgCPZYm2,D Comboni Mission,11981.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Ekalakala Ward,Ekalakala Health Centre,PqsRn07KCKv,Ekalakala Health Centre,11995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Ekalakala Ward,Ekalakala Medical Clinic,syRP45GXDAy,Ekalakala Medical Clinic,11996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Kivaa Ward,Endei Dispensary,nDjLPbxyZeo,Endei Dispensary,12009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Masinga Central Ward,Heshima Medical Clinic (Masinga),ziXuQ2Z65ks,Heshima Medical Clinic (Masinga),19112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Ekalakala Ward,Ikaatini Dispensary,rX4WM3okTJm,Ikaatini Dispensary,12075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Ekalakala Ward,Itunduimuni Health Centre,yUt0nmg89LB,Itunduimuni Health Centre,12101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Kivaa Ward,Iuuma Dispensary,jQB1cLLFmMu,Iuuma Dispensary,12103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Kivaa Ward,Kaewa Dispensary,iEX5QIiTLrs,Kaewa Dispensary,18244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Kivaa Ward,Kaewa Livecare clinic,AlFYKmZ5upP,Kaewa Livecare clinic,20931.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Ekalakala Ward,Kakongo Dispensary,AFeLhLTN6X8,Kakongo Dispensary,12136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Ekalakala Ward,Kakuku Dispensary,datbPY2DR9q,Kakuku Dispensary,19925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Masinga Central Ward,Kangode Dispensary,CMWKKuEDVRP,Kangode Dispensary,12175.0,KINDLY DELETE THE FACILITY// ITS IN DUPLICATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Masinga Central Ward,Kangonde Health Centre,YOpPEFgUxtx,Kangonde Health Centre,17106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Kivaa Ward,Kaonyweni Dispensary,rHml2a0WxtF,Kaonyweni Dispensary,17105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Muthesya Ward,Kathukini Dispensary,KkNGpcXwBOw,Kathukini Dispensary,12237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Masinga Central Ward,Katothya Dispensary,lqJWVMMeNeV,Katothya Dispensary,18246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Masinga Central Ward,Katulye Dispensary,ZV1vl5fAx7P,Katulye Dispensary,12246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Ndithini Ward,Kiatineni Dispensary,TEQ8JSHTeOX,Kiatineni Dispensary,19110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Muthesya Ward,Kikule Dispensary,T891NMxRzkg,Kikule Dispensary,18689.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Masinga Central Ward,Kikumini Dispensary,pBXArbtSIEk,Kikumini Dispensary,12307.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Kivaa Ward,Kiseuni Dispensary,MzR24BkRt7l,Kiseuni Dispensary,12345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Masinga Central Ward,Kitangani Dispensary,uwwUsgKxUz9,Kitangani Dispensary,12349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Kivaa Ward,Kithyoko Health Centre,G5ftbR0paKv,Kithyoko Health Centre,12362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Kivaa Ward,Kithyoko Mercy Medical Clinic,rLKHE6dzQRh,Kithyoko Mercy Medical Clinic,12363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Kivaa Ward,Kivaa Health Centre,Og5UEnRkvyU,Kivaa Health Centre,12375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Ekalakala Ward,Kwawanzilu Dispensary,kp86qyNQg2N,Kwawanzilu Dispensary,20932.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Kivaa Ward,Kyondoni Dispensary (Kivaa),Ge8PAjIoSzV,Kyondoni Dispensary (Kivaa),12418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Ndithini Ward,Mananja Health Centre,MquvtmkXHX7,Mananja Health Centre,12466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Masinga Central Ward,Masinga Sub County Hospital,QicfgXP0eIq,Masinga Sub County Hospital,12476.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Masinga Central Ward,Mikuyuni Dispensary,TjbSrT7E52j,Mikuyuni Dispensary,19924.0,NEWLY OPENED FACILITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Muthesya Ward,Milaani Dispensary,y5Djo38m0mj,Milaani Dispensary,18247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Masinga Central Ward,Mukusu Dispensary,BnKE3TF4LF7,Mukusu Dispensary,12562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Masinga Central Ward,Musingini Dispensary,JgwnS4BAdFh,Musingini Dispensary,17162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Masinga Central Ward,Musumaa Dispensary,p7zhfwl6012,Musumaa Dispensary,22026.0,"in Masinga Central ward, Musumaa sub location next to Musumaa market directly opposite to  AIC Musumaa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Muthesya Ward,Muthesya Dispensary,YlrkWxNm7bS,Muthesya Dispensary,12592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Ndithini Ward,Ndela Dispensary,kAhZrIRngQz,Ndela Dispensary,18245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Kivaa Ward,Ndelekeni Dispensary,HjvZTbb5M0a,Ndelekeni Dispensary,19923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Ndithini Ward,Ndithini Health Centre,UKnFlUSvnLD,Ndithini Health Centre,12637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Masinga Central Ward,Ngetani Dispensary,RySI9ozpuZ6,Ngetani Dispensary,12650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Ekalakala Ward,Nzukini Dispensary,rSUMlCHGoD4,Nzukini Dispensary,19626.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Masinga Central Ward,St Mary's Dispensary,YxXI3X3hory,St Mary's Dispensary,18248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Kivaa Ward,St Theresa Thatha Mission Dispensary,LZXSwGESh21,St Theresa Thatha Mission Dispensary,12774.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Kivaa Ward,Uvaini Dispensary,xlObpdRJVBe,Uvaini Dispensary,21770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Masinga Sub County,Ekalakala Ward,Wamboo Dispensary,WIQUwe4fWRm,Wamboo Dispensary,18229.0,opened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Mathare Sub County,Ngei Ward,African Divine Church VCT,rHLBktmIJak,African Divine Church VCT,20090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Mathare Sub County,Mabatini Ward,AIC Zion Medical clinic,BpS9tG9DBVF,AIC Zion Medical clinic,20388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Mathare Sub County,Mabatini Ward,Gaimu Medical Clinic,SzvFJZ4MS4G,Gaimu Medical Clinic,12946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Mathare Sub County,Mlango Kubwa Ward,Getrudes Mathare Outreach Clinic,K6QdOgc9mSJ,Getrudes Mathare Outreach Clinic,22112.0,Outreach Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Mathare Sub County,Huruma Ward,Huruma (EDARP),u0gDQ38iF5S,Huruma (EDARP),12973.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Mathare Sub County,Ngei Ward,Huruma Lions Dispensary,m0NMs35zjQP,Huruma Lions Dispensary,12974.0,Operational,5.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
Kenya,Nairobi County,Mathare Sub County,Huruma Ward,Huruma Maternity Hospital,Ah0iLs1iGfj,Huruma Maternity Hospital,12975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Mathare Sub County,Kiamaiko Ward,Huruma Nursing Home and Maternity,eu57gimZRDs,Huruma Nursing Home and Maternity,12976.0,,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Mathare Sub County,Huruma Ward,Huruma St Judes,QXiCRrVhPHe,Huruma St Judes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Mathare Sub County,Huruma Ward,Huruma St Judes Medical Centre,mk19bE1MPxJ,Huruma St Judes Medical Centre,19310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Mathare Sub County,Kiamaiko Ward,Jumuia Hospital (Huruma),n33t3QkAiUY,Jumuia Hospital (Huruma),12972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Mathare Sub County,Hospital Ward,KEMRI/CDC Health Services,lcaIKNONoVY,KEMRI/CDC Health Services,20146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Mathare Sub County,Mabatini Ward,Mathare 3A (EDARP),QyiacDkIae3,Mathare 3A (EDARP),13075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Mathare Sub County,Hospital Ward,Mathare Police Depot,bT26O2JfFSB,Mathare Police Depot,13078.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Mathare Sub County,Hospital Ward,Mathari Hospital,YaNze2Y77ss,Mathari Hospital,13076.0,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,1.0
